question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label
What major Victorian novelist spent as much time working for the post office as he did writing ?,,,spent,VBN,spend,what,major,"['what', 'major']",WP,JJ,novelist he,PRP,,PERSON
The major league baseball team in Pittsburgh is called what ?,,,called,VBN,call,what,?,"['what', '?']",WP,.,,,,ORG
What year were the Olympic Games played in where Nadia Comaneci became popular ?,,,were,VBD,be,where,Nadia,"['where', 'Nadia']",WRB,NNP,Games Comaneci,NNP,ORG,DATE
What are the biggest Indian airports ?,,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,airports,NNS,,FAC
What is the folklore story regarding birds ' nests and birds in Christmas trees ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,story,NN,,WORK_OF_ART
"What are the world 's three largest oceans , in order of size ?",,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,oceans,NNS,,LOC
Who is the Pope ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,Pope,NNP,,PERSON
Where on the Internet can I find information on laundry detergent ?,,,find,VB,find,where,on,"['where', 'on']",WRB,IN,I,PRP,,LOC
What was the name of Aristotle Onassis 's yacht ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name,NN,,PRODUCT
The Shea & Gould law firm had an office in L.A. for how many years ?,,,had,VBD,have,how,many,"['how', 'many']",WRB,JJ,firm,NN,,CARDINAL
What 's the most common surname in America ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,surname,NN,,PERSON
How long does it take the typical American to eat 23 quarts of ice cream ?,,,take,VB,take,how,long,"['how', 'long']",WRB,RB,it,PRP,,TIME
What city is sometimes called The Athens of Switzerland ?,,,called,VBN,call,what,city,"['what', 'city']",WDT,NN,,,,GPE
Where did bocci originate ?,,,originate,VB,originate,where,do,"['where', 'do']",WRB,VBD,bocci,NNS,,LOC
"Where can I find information about Bob Barr , representative from Georgia ?",,,find,VB,find,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
What is the frequency of VHF ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,frequency,NN,,CARDINAL
How many electoral votes does it take to win presidency ?,,,take,VB,take,how,many,"['how', 'many']",WRB,JJ,it,PRP,,CARDINAL
What were the cities of Dickens 's A Tale of Two Cities ?,,,were,VBD,be,what,be,"['what', 'be']",WP,VBD,cities,NNS,,GPE
In what year was the movie the Ten Commandments released ?,,,was,VBD,be,what,year,"['what', 'year']",WDT,NN,movie Commandments,NNPS,,DATE
What is celebrated during the week of February 21-27 ?,,,celebrated,VBN,celebrate,what,be,"['what', 'be']",WP,VBZ,,,,EVENT
What countries have the best math students ?,,,have,VBP,have,what,country,"['what', 'country']",WDT,NNS,countries,NNS,,GPE
When was the De Beers company founded ?,,,founded,VBD,found,when,be,"['when', 'be']",WRB,VBD,company,NN,,DATE
What was a California prayer book to an Old West gambler ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,book,NN,,WORK_OF_ART
Who was the first black performer to have his own network TV show ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
What is the date of Bastille Day ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,date,NN,,DATE
Which two products use a tiger as their symbol ?,,,use,VBP,use,which,two,"['which', 'two']",WDT,CD,products,NNS,,PRODUCT
"Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?",,,go,VB,go,where,do,"['where', 'do']",WRB,VBD,Leichhardt,NNP,PERSON,GPE
How much folic acid should an expectant mother get daily ?,,,get,VB,get,how,much,"['how', 'much']",WRB,JJ,acid mother,NN,,QUANTITY
What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?,,,uses,VBZ,use,what,company,"['what', 'company']",WDT,NN,company,NN,,ORG
How much caffeine is in a 16 oz cup of coffee ?,,,is,VBZ,be,how,much,"['how', 'much']",WRB,JJ,caffeine,NN,,QUANTITY
What two countries in South America are landlocked ?,,,landlocked,VBN,landlocke,what,two,"['what', 'two']",WP,CD,,,,GPE
What is Columbia Tristar 's phone number ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,number,NN,,CARDINAL
When did Princess Diana and Prince Charles get married ?,,,married,JJ,married,when,do,"['when', 'do']",WRB,VBD,Diana,NNP,PERSON,DATE
Which country did Hitler rule ?,,,rule,VB,rule,which,country,"['which', 'country']",WDT,NN,,,,GPE
"What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?",,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name,NN,,PRODUCT
Who directed The Wild Bunch ?,,,directed,VBD,direct,who,direct,"['who', 'direct']",WP,VBD,Who,WP,,PERSON
The Orange Bowl is in what city ?,,,is,VBZ,be,what,city,"['what', 'city']",WDT,NN,Bowl,NNP,EVENT,GPE
What comedian was born Allen Stewart Konigsberg ?,,,born,VBN,bear,what,comedian,"['what', 'comedian']",WP,NN,,,,PERSON
How many Leos have been Pope ?,,,been,VBN,be,how,many,"['how', 'many']",WRB,JJ,Leos,NNS,,CARDINAL
What state was Herbert Hoover born in ?,,,was,VBD,be,what,state,"['what', 'state']",WDT,NN,,,,GPE
"What TV series featured Neal , a martini-drinking St. Bernard ?",,,featured,VBD,feature,what,tv,"['what', 'tv']",WP,NN,series,NN,,WORK_OF_ART
How many fiddlers did Old King Cole have ?,,,have,VB,have,how,many,"['how', 'many']",WRB,JJ,fiddlers Cole,NNP,PRODUCT,CARDINAL
"What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?",,,wrote,VBD,write,what,poet,"['what', 'poet']",WDT,NN,poet I I,PRP,,PERSON
What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?,,,has,VBZ,have,what,Irwin,"['what', 'Irwin']",WP,NNP,bomb Widmark he butt,NN,,WORK_OF_ART
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,,,is,VBZ,be,where,the,"['where', 'the']",WRB,DT,music car,NN,,WORK_OF_ART
What is the population in India ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,population,NN,,QUANTITY
How long do flies live ?,,,live,VB,live,how,long,"['how', 'long']",WRB,RB,flies,NNS,,DATE
Who runs Andy Capp 's favorite pub ?,,,runs,VBZ,run,who,run,"['who', 'run']",WP,VBZ,Who,WP,,PERSON
What state produces the best lobster to eat ?,,,produces,VBZ,produce,what,state,"['what', 'state']",WDT,NN,state,NN,,GPE
How many times a day does the typical person go to the bathroom ?,,,go,VB,go,how,many,"['how', 'many']",WRB,JJ,person,NN,,CARDINAL
"What islands got their name from the Spanish baja mar , meaning shallow water ?",,,got,VBD,get,what,island,"['what', 'island']",WP,NNS,islands,NNS,,LOC
What 's the official language of Algeria ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,language,NN,,LANGUAGE
What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?,,,signed,VBN,sign,what,author,"['what', 'author']",WDT,NN,author,NN,,PERSON
What foods contain the most protein ?,,,contain,VBP,contain,what,food,"['what', 'food']",WP,NNS,foods,NNS,,PRODUCT
What President was assassinated by Charles J. Guiteau ?,,,assassinated,VBN,assassinate,what,President,"['what', 'President']",WP,NNP,,,,PERSON
What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?,,,went,VBD,go,what,comic,"['what', 'comic']",WP,NN,comic,NN,,PERSON
How many feet long is a baseball pitcher 's rubber ?,,,is,VBZ,be,how,many,"['how', 'many']",WRB,JJ,rubber,NN,,CARDINAL
What was the nationality of Jackson Pollock ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,nationality,NN,,NORP
Who invented the game bowling ?,,,invented,VBD,invent,who,invent,"['who', 'invent']",WP,VBD,Who,WP,,PERSON
How many times larger than life size is the Statue of Liberty ?,,,is,VBZ,be,how,many,"['how', 'many']",WRB,JJ,Statue,NNP,,CARDINAL
What is the name of the country which Hitler ruled ?,,,is,VBZ,be,which,Hitler,"['which', 'Hitler']",WDT,NNP,name Hitler,NNP,PERSON,GPE
What group kidnaped Patricia Hearst ?,,,kidnaped,VBD,kidnap,what,group,"['what', 'group']",WDT,NN,group,NN,,ORG
How long does a human live ?,,,live,NN,live,how,long,"['how', 'long']",WRB,RB,human,JJ,,DATE
Where can I get U.S. economic statistics ?,,,get,VB,get,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
How many Superbowls have the ers won ?,,,have,VBP,have,how,many,"['how', 'many']",WRB,JJ,Superbowls ers,NNS,,CARDINAL
Who is the creator of `` The Muppets '' ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,,,,PERSON
Which of the following celebrities started his show-biz career as a disc jockey ?,,,started,VBD,start,which,of,"['which', 'of']",WDT,IN,Which,WDT,,PERSON
What 's a perfect score in a gymnastics exercise ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,What,WP,,CARDINAL
What 's the capital of Iowa ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,capital,NN,,GPE
Who asked you to do the Loco-Motion with her in 1962 ?,,,asked,VBD,ask,who,ask,"['who', 'ask']",WP,VBD,Who,WP,,PERSON
"What President served for five years , six months and 2 days ?",,,served,VBD,serve,what,President,"['what', 'President']",WP,NNP,President,NNP,,PERSON
What is Drew Barrymore 's middle name ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,What Drew,NNP,PERSON,PERSON
What is Supergirl 's secret identity ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,identity,NN,,PERSON
"What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?",,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,website,NN,,LOC
What court does Bob Woodward describe in The Brethren ?,,,describe,VB,describe,what,court,"['what', 'court']",WDT,NN,Woodward,NNP,PERSON,ORG
Who made the first surfboard ?,,,made,VBD,make,who,make,"['who', 'make']",WP,VBD,Who,WP,,PERSON
What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?,,,is,VBZ,be,who,try,"['who', 'try']",WP,VBD,name who,WP,,PERSON
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,,,Become,VB,become,what,date,"['what', 'date']",WDT,NN,Parks,NNPS,PERSON,DATE
What are the highest-paying odds on a roulette table ?,,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,,,,PERCENT
In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?,,,adopt,VBP,adopt,what,year,"['what', 'year']",WDT,NN,Corps,NNP,ORG,DATE
How many films did Ingmar Bergman make ?,,,make,VB,make,how,many,"['how', 'many']",WRB,JJ,films Bergman,NNP,PERSON,CARDINAL
Who is the Greek God of the Sea ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,God,NNP,,PERSON
What well-known music personality is the father of an adopted son named Hans Christian Henderson ?,,,is,VBZ,be,what,well,"['what', 'well']",WP,RB,personality,NN,,PERSON
When was the first Barbie produced ?,,,produced,VBN,produce,when,be,"['when', 'be']",WRB,VBD,Barbie,NNP,PERSON,DATE
Who was the first woman governor of Wyoming ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
How many more weeks of winter are there if a ground hog sees his shadow ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,hog,NN,,CARDINAL
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,,,philosophized,VBN,philosophize,that,stoke,"['that', 'stoke']",WDT,VBZ,coach that,WDT,,PERSON
Where is the Henry Ford Museum ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Museum,NNP,ORG,LOC
Name a film that has won the Golden Bear in the Berlin Film Festival ?,,,Name,VB,name,that,have,"['that', 'have']",WDT,VBZ,that,WDT,,WORK_OF_ART
What year did nylon stockings first go on sale ?,,,go,VB,go,what,year,"['what', 'year']",WDT,NN,stockings,NNS,,DATE
On which flight did Fawaz Younis commit air piracy and hostage taking ?,,,commit,VB,commit,which,flight,"['which', 'flight']",WDT,NN,flight Younis piracy,NN,,PRODUCT
What are the 10 largest cities in the US ?,,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,cities,NNS,,GPE
What famous comedian recently tried without success to revive the play ?,,,tried,VBD,try,what,famous,"['what', 'famous']",WP,JJ,comedian,NN,,PERSON
What is Drew Barrymore 's email address ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,What Drew,NNP,PERSON,LOC
What nationality were the 123 people who died in the Black Hole of Calcutta ?,,,were,VBD,be,who,die,"['who', 'die']",WP,VBD,who,WP,,NORP
What TV family sometimes buys eclairs from Nelson 's Bakery ?,,,buys,VBZ,buy,what,tv,"['what', 'tv']",WP,NN,family,NN,,PERSON
What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?,,,tried,VBN,try,what,enigmatic,"['what', 'enigmatic']",WP,JJ,,,,PERSON
Who was Charles Lindbergh 's wife ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,wife,NN,,PERSON
Who sings Angel Eyes from the 80 's ?,,,sings,VBZ,sing,who,sing,"['who', 'sing']",WP,VBZ,Who,WP,,PERSON
When did the Jurassic Period end ?,,,end,NN,end,when,do,"['when', 'do']",WRB,VBD,Period,NNP,,DATE
What was the date of Iraq 's invasion of Kuwait ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,date,NN,,DATE
What Sinatra hit did he dooby dooby do in ?,,,dooby,VB,dooby,what,Sinatra,"['what', 'Sinatra']",WP,NNP,Sinatra he dooby,NN,,WORK_OF_ART
What is the name of the planet that the Ewoks live on ?,,,is,VBZ,be,that,the,"['that', 'the']",WDT,DT,name Ewoks,NNPS,,LOC
What ice creams contain seaweed ?,,,seaweed,NNP,seaweed,what,ice,"['what', 'ice']",WDT,NN,creams,NNS,,PRODUCT
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,,,did,VBD,do,what,dumb,"['what', 'dumb']",WP,JJ,character Gosfield,NNP,PERSON,PERSON
What was called the world 's largest department store ?,,,called,VBN,call,what,be,"['what', 'be']",WP,VBD,,,,ORG
What sea surrounds the Cayman Islands ?,,,surrounds,VBZ,surround,what,sea,"['what', 'sea']",WDT,NN,sea,NN,,LOC
How many different vegetation zones are there ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,zones,NNS,,CARDINAL
What ocean was Amelia Earhart flying over when she disappeared ?,,,was,VBD,be,when,-PRON-,"['when', '-PRON-']",WRB,PRP,Earhart she,PRP,,LOC
What book does Holden Caulfield appear in ?,,,appear,VB,appear,what,book,"['what', 'book']",WDT,NN,Caulfield,NNP,PRODUCT,WORK_OF_ART
What was the nickname of German flying ace Manfred von Richthofen ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,nickname,NN,,PERSON
What country other than Germany invaded Poland in September 1939 ?,,,country,NN,country,what,country,"['what', 'country']",WP,NN,Germany,NNP,GPE,GPE
What are different products of petroleum ?,,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,What products,NNS,,PRODUCT
When was the Bill of Rights ratified ?,,,ratified,VBD,ratify,when,be,"['when', 'be']",WRB,VBD,Bill,NNP,LAW,DATE
What is the largest U.S. state east of the Mississippi ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,east,RB,,GPE
"What 's the population of Biloxi , Mississippi ?",,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,population,NN,,CARDINAL
What California desert is dubbed High Desert ?,,,dubbed,VBN,dub,what,California,"['what', 'California']",WP,NNP,,,,LOC
Who wrote ` Hamlet ' ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
Where do the Blackhawks maintain their operations ?,,,maintain,VB,maintain,where,do,"['where', 'do']",WRB,VBP,Blackhawks,NNPS,,LOC
What African country was founded by freed American slaves in 1847 ?,,,founded,VBN,found,what,african,"['what', 'african']",WP,JJ,,,,GPE
What year did the first issue of `` Playboy '' come out ?,,,come,VB,come,what,year,"['what', 'year']",WDT,NN,issue,NN,,DATE
The Orange Bowl is located in what city ?,,,located,VBN,locate,what,city,"['what', 'city']",WDT,NN,,,,GPE
What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,,,did,VBD,do,what,pseudonym,"['what', 'pseudonym']",WDT,NN,pseudonym,NN,,PERSON
What is the last name of Lucy and Linus from the Peanut 's comic strip ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,,,got,VBD,get,what,cheery,"['what', 'cheery']",WDT,JJ,fellow,NN,,PERSON
How many layers does a bottle of Yoo-Hoo settle into ?,,,settle,VB,settle,how,many,"['how', 'many']",WRB,JJ,layers bottle,NN,,CARDINAL
Name Pittsburgh 's baseball team .,,,team,NN,team,,,[],,,,,,ORG
What 's the nearest star to Earth ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,star,NN,,LOC
Where is Inoco based ?,,,based,VBN,base,where,be,"['where', 'be']",WRB,VBZ,Inoco,NNP,ORG,LOC
What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,number,NN,,CARDINAL
How many stations do you shoot from in the basketball game `` Around the World '' ?,,,shoot,VB,shoot,how,many,"['how', 'many']",WRB,JJ,you,PRP,,CARDINAL
Who was the Russian ambassador to Hungary during the 1956 uprising ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Who holds the NFL record for most touchdowns in a season ?,,,holds,VBZ,hold,who,hold,"['who', 'hold']",WP,VBZ,Who,WP,,PERSON
What is the average age a horse lives ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,age horse,NN,,DATE
"What planet would you visit to see Bebrenia , Arcadia , and Amazonis ?",,,visit,VB,visit,what,planet,"['what', 'planet']",WDT,NN,you,PRP,,LOC
Which language has the most words ?,,,has,VBZ,have,which,language,"['which', 'language']",WDT,NN,language,NN,,LANGUAGE
Where is Natick ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Natick,NNP,PERSON,LOC
What J.R.R. Tolkien book features Gimli as a central character ?,,,features,VBZ,feature,what,J.R.R.,"['what', 'J.R.R.']",WP,NNP,book,NN,,WORK_OF_ART
What brand of white rum is still made in Cuba ?,,,made,VBN,make,what,brand,"['what', 'brand']",WDT,NN,,,,PRODUCT
What business exports the sparkling wine Spumante ?,,,exports,VBZ,export,what,business,"['what', 'business']",WP,NN,,,,ORG
Who wrote ` The Pines of Rome ' ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
Where is the Valley of the Kings ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Valley,NNP,LOC,LOC
What was the first U.S.-based team in the NHL ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,team,NN,,ORG
Where did the sport of caber-tossing originate ?,,,Where,WRB,where,where,do,"['where', 'do']",WRB,VBD,sport,NN,,LOC
