question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label,o_label
What is viscosity ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,viscosity,NOUN,,DESC:definition,
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name Milano,PROPN,PERSON,ENTY:creation,WORK_OF_ART
What are the Nordic nations ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,nations,NOUN,,LOC:country,LOC
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,,,get,VB,get,Where,Internet,"['Where', 'Internet']",WRB,NOUN,I,PRON,,LOC:other,LOC
What U.S. state borders Illinois to the north ?,,,borders,NNS,border,What,state,"['What', 'state']",WP,NOUN,state,NOUN,,LOC:state,LOC
Name a film in which Jude Law acted .,,,Name,VB,name,which,acted,"['which', 'acted']",WDT,VERB,Law,PROPN,PERSON,ENTY:creation,WORK_OF_ART
What is the temperature for baking Peachy Oat Muffins ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,temperature,NOUN,,NUM:temperature,CARDINAL
What is a fear of bees ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,,,features,VBZ,feature,What,novel,"['What', 'novel']",WP,NOUN,novel,NOUN,,ENTY:creation,WORK_OF_ART
What is a green bog ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What bog,NOUN,,DESC:definition,
Where did the myth of Santa Claus originate ?,,,myth,NN,myth,Where,did,"['Where', 'did']",WRB,AUX,,,,LOC:other,LOC
What does a chairbound basophobic fear ?,,,fear,NN,fear,What,does,"['What', 'does']",WP,AUX,,,,ENTY:other,
What city is served by Logan International Airport ?,,,served,VBN,serve,What,city,"['What', 'city']",WDT,NOUN,,,,LOC:city,LOC
What wrestling star became `` The Incredible Hulk '' ?,,,became,VBD,become,What,wrestling,"['What', 'wrestling']",WDT,NOUN,star,NOUN,,HUM:identity,PERSON
What attracts tourists to Reims ?,,,attracts,VBZ,attract,What,attracts,"['What', 'attracts']",WP,VERB,What,PRON,,LOC:other,LOC
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,,,do,VBP,do,What,game,"['What', 'game']",WDT,NOUN,,,,ENTY:sport,
What fastener did Whitcomb Judson patent in 1893 ?,,,did,VBD,do,What,fastener,"['What', 'fastener']",WP,NOUN,fastener patent,NOUN,,ENTY:other,
What 's an auberge in France ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,What,PRON,,DESC:definition,
Who was the star of the 1965 Broadway hit Golden Boy ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
Where is Procter & Gamble based in the U.S. ?,,,is,VBZ,be,Where,is,"['Where', 'is']",WRB,AUX,Procter,PROPN,ORG,LOC:other,LOC
What army was founded by William Booth and his wife Catherine ?,,,founded,VBN,found,What,army,"['What', 'army']",WP,NOUN,,,,HUM:organization,ORG
What does ribavirin consist of ?,,,consist,VB,consist,What,does,"['What', 'does']",WP,AUX,ribavirin,NOUN,,ENTY:substance,
Name the soft drink that is `` number one in the sun . '',,,Name,VB,name,that,is,"['that', 'is']",WDT,AUX,that,PRON,,ENTY:food,PRODUCT
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,address,NOUN,,LOC:other,LOC
What was her real name ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name,NOUN,,HUM:identity,PERSON
Why are the ears your center of balance ?,,,are,VBP,be,Why,are,"['Why', 'are']",WRB,AUX,ears center,NOUN,,DESC:reason,
Who invented the toothbrush ?,,,invented,VBD,invent,Who,invented,"['Who', 'invented']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What was the name of that popular song the Creeps sang ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name Creeps sang,VERB,,ENTY:creation,WORK_OF_ART
Where is the Abominable Snowman said to wander ?,,,said,VBD,say,Where,is,"['Where', 'is']",WRB,AUX,Snowman,PROPN,,LOC:other,LOC
What is a fear of being alone ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,ENTY:disease,
How many dots make up the symbol for `` because '' ?,,,make,VBP,make,How,dots,"['How', 'dots']",WRB,NOUN,dots,NOUN,,NUM:count,QUANTITY
What do you get by adding Lactobacillus bulgaricus to milk ?,,,get,VB,get,What,do,"['What', 'do']",WP,AUX,you,PRON,,ENTY:food,PRODUCT
"When reading classified ads , what does EENTY : other stand for ?",,,EENTY,NNP,EENTY,what,does,"['what', 'does']",WP,AUX,what,PRON,,ABBR:explanation,
How many hearts does an octopus have ?,,,have,VB,have,How,hearts,"['How', 'hearts']",WRB,NOUN,hearts octopus,NOUN,,NUM:count,QUANTITY
What plant has the largest seed ?,,,has,VBZ,have,What,plant,"['What', 'plant']",WDT,NOUN,plant,NOUN,,ENTY:plant,
What was the only country you were allowed to drive into Israel from in 1979 ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,,,,LOC:country,LOC
What 's approaching when a cyclist shouts : `` Oil '' ?,,,approaching,VBG,approach,when,cyclist,"['when', 'cyclist']",WRB,NOUN,What cyclist,NOUN,,ENTY:other,
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",,,turned,VBD,turn,What,baseball,"['What', 'baseball']",WP,NOUN,star he he,PRON,,HUM:identity,PERSON
What kind of sport is often associated with hooligans ?,,,associated,VBN,associate,What,kind,"['What', 'kind']",WDT,NOUN,,,,ENTY:sport,
What video game hero do some of his fans call Chomper ?,,,do,VBP,do,What,video,"['What', 'video']",WDT,NOUN,hero some,DET,,HUM:identity,PERSON
How many holes are there in a tenpin bowling ball ?,,,are,VBP,be,How,holes,"['How', 'holes']",WRB,NOUN,,,,NUM:count,QUANTITY
What is the longest word in the English language ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,word,NOUN,,ENTY:word,
In What city or state do the most gay men live in ?,,,live,VBP,live,What,city,"['What', 'city']",WDT,NOUN,men,NOUN,,LOC:other,LOC
"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",,,include,VBP,include,What,TV,"['What', 'TV']",WDT,NOUN,characters,NOUN,,HUM:identity,PERSON
What is `` the bear of beers '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,bear,PROPN,,ENTY:animal,
Name the operating system that runs on IBM-compatible machines .,,,Name,VB,name,that,runs,"['that', 'runs']",WDT,VERB,that,PRON,,ENTY:other,
What does the name `` Justin '' mean ?,,,mean,VB,mean,What,does,"['What', 'does']",WP,AUX,Justin,PROPN,ORG,DESC:definition,
What percentage of the body is muscle ?,,,is,VBZ,be,What,percentage,"['What', 'percentage']",WDT,NOUN,percentage,NOUN,,NUM:percentage,PERCENT
What color of dry wine should be served with veal roasts and chops ?,,,served,VBN,serve,What,color,"['What', 'color']",WDT,NOUN,,,,ENTY:color,
What is a golf ball made of ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What ball,NOUN,,ENTY:substance,
What is the Amish religion ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,religion,NOUN,,DESC:definition,
What does an average daycare provider get paid in New England ?,,,paid,VBN,pay,What,does,"['What', 'does']",WP,AUX,,,,NUM:money,MONEY
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name,NOUN,,HUM:organization,ORG
Who played the Ringo Kid in the 1939 film Stagecoach ?,,,played,VBD,play,Who,played,"['Who', 'played']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Who died 1 feet from where John F. Kennedy did ?,,,died,VBD,die,where,did,"['where', 'did']",WRB,AUX,Who Kennedy,PROPN,PERSON,HUM:identity,PERSON
What is the `` coppertop '' battery ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,battery,NOUN,,DESC:definition,
What sign is The Water Carrier the zodiacal symbol for ?,,,is,VBZ,be,What,sign,"['What', 'sign']",WP,NOUN,Carrier,PROPN,WORK_OF_ART,ENTY:symbol,
What animals do you find in the stock market ?,,,find,VB,find,What,animals,"['What', 'animals']",WP,NOUN,you,PRON,,ENTY:animal,
What is color ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,DESC:definition,
When is the site www.questions.com going to open ?,,,is,VBZ,be,When,is,"['When', 'is']",WRB,AUX,site www.questions.com,NOUN,,NUM:date,DATE
What did Shostakovich write for Rostropovich ?,,,write,VB,write,What,did,"['What', 'did']",WP,AUX,Shostakovich,PROPN,PERSON,ENTY:creation,WORK_OF_ART
What first name was Nipsy Russell given at birth ?,,,was,VBD,be,What,name,"['What', 'name']",WP,NOUN,name,NOUN,,HUM:identity,PERSON
How can I get some free technical information on Electric Vehicle ?,,,get,VB,get,How,can,"['How', 'can']",WRB,AUX,I,PRON,,DESC:manner,
Who is the youngest of the Beatles ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,Who,PRON,,HUM:identity,PERSON
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,,,equipment,NN,equipment,How,did,"['How', 'did']",WRB,AUX,Kilroy,PROPN,PERSON,DESC:manner,
What is a Jellicle Cat ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Cat,PROPN,,DESC:definition,
Where can I find the best free evidence for debate about Russia ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
What is Bill Gates of Microsoft E-mail address ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Gates,PROPN,PERSON,LOC:other,LOC
What is the second hardest substance ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,substance,NOUN,,ENTY:substance,
Why did several San Diego schools stop serving apples to students ?,,,stop,VBP,stop,Why,did,"['Why', 'did']",WRB,AUX,schools,NOUN,,DESC:reason,
What Russian city boasts the Hermitage Museum ?,,,boasts,VBZ,boast,What,city,"['What', 'city']",WP,NOUN,city,NOUN,,LOC:city,LOC
When is Bastille Day ?,,,is,VBZ,be,When,is,"['When', 'is']",WRB,AUX,Day,PROPN,PERSON,NUM:date,DATE
What makes a tornado turn ?,,,makes,VBZ,make,What,makes,"['What', 'makes']",WP,VERB,What,PRON,,DESC:reason,
How many shots can a stock M16 hold ?,,,stock,NN,stock,How,shots,"['How', 'shots']",WRB,NOUN,M16,PROPN,PERSON,NUM:count,QUANTITY
What two colors are you blind to if you suffer from protanopia ?,,,are,VBP,be,What,colors,"['What', 'colors']",WP,NOUN,colors you you,PRON,,ENTY:color,
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,,,have,VB,have,whoever,finds,"['whoever', 'finds']",WP,VERB,guys you whoever answers,NOUN,,DESC:reason,
Who is Coronado ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:description,
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,,,was,VBD,be,that,starred,"['that', 'starred']",WDT,VERB,name that,PRON,,ENTY:creation,WORK_OF_ART
What is artificial intelligence ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,intelligence,NOUN,,DESC:definition,
What do flatfish eat ?,,,eat,VB,eat,What,do,"['What', 'do']",WP,AUX,flatfish,VERB,,ENTY:food,PRODUCT
Who was the first Holy Roman Emperor ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What can I use to remove the stubborn gummed labels from some diskettes ?,,,use,VB,use,What,can,"['What', 'can']",WP,AUX,I,PRON,,ENTY:other,
What day of the week sees the most fatal car accidents ?,,,sees,VBZ,see,What,day,"['What', 'day']",WDT,NOUN,day,NOUN,DATE,NUM:date,DATE
"What is the origin of the word , magic ?",,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
What sport do you shag flies in ?,,,shag,VB,shag,What,sport,"['What', 'sport']",WDT,NOUN,you,PRON,,ENTY:sport,
What is white chocolate ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What chocolate,NOUN,,DESC:definition,
Where is Trinidad ?,,,is,VBZ,be,Where,is,"['Where', 'is']",WRB,AUX,Trinidad,PROPN,,LOC:other,LOC
Name the organization that is presided by a Security Council .,,,Name,VB,name,that,is,"['that', 'is']",WDT,AUX,,,,HUM:organization,ORG
"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",,,graced,VBD,grace,Who,graced,"['Who', 'graced']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What kind of wine is Spumante ?,,,is,VBZ,be,What,kind,"['What', 'kind']",WDT,NOUN,,,,ENTY:food,PRODUCT
Who portrayed portly criminologist Carl Hyatt on Checkmate ?,,,portrayed,VBD,portray,Who,portrayed,"['Who', 'portrayed']",WP,VERB,Who,PRON,,HUM:identity,PERSON
How do you say I love you in Spanish ?,,,say,VB,say,How,do,"['How', 'do']",WRB,AUX,you I,PRON,,ENTY:term,
What does the name Gina mean ?,,,name,NN,name,What,does,"['What', 'does']",WP,AUX,Gina,PROPN,PERSON,DESC:definition,
What is the most advanced handheld calculator in the world ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,calculator,NOUN,,ENTY:product,PRODUCT
How fast is light ?,,,is,VBZ,be,How,is,"['How', 'is']",WRB,AUX,light,ADJ,,NUM:speed,QUANTITY
What is the belt of low pressure around the equator called ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,belt,NOUN,,ENTY:term,
What are shooting stars ?,,,shooting,VBG,shoot,What,are,"['What', 'are']",WP,AUX,What,PRON,,DESC:definition,
Whom did the Chicago Bulls beat in the 1993 championship ?,,,beat,VBD,beat,Whom,did,"['Whom', 'did']",WP,AUX,Bulls,PROPN,,HUM:organization,ORG
When was the first American encyclopedia published ?,,,published,VBN,publish,When,was,"['When', 'was']",WRB,AUX,encyclopedia,NOUN,,NUM:date,DATE
What 's the tallest building in New York City ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,building,NOUN,,LOC:other,LOC
How is Easter Sunday 's date determined ?,,,determined,VBD,determine,How,is,"['How', 'is']",WRB,AUX,date,NOUN,,DESC:manner,
What is the Motto for the State of Maryland ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Motto,PROPN,,DESC:description,
Who is Desmond Tutu ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:description,
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
Name a tiger that is extinct .,,,Name,VB,name,that,is,"['that', 'is']",WDT,AUX,that,PRON,,ENTY:animal,
How many quarters equal a pound ?,,,equal,VBP,equal,How,quarters,"['How', 'quarters']",WRB,NOUN,quarters,NOUN,,NUM:count,QUANTITY
What kind of books does Fodor 's publish ?,,,does,VBZ,do,What,kind,"['What', 'kind']",WDT,NOUN,kind,NOUN,,ENTY:creation,WORK_OF_ART
"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,names,NOUN,,HUM:identity,PERSON
What chapter of the Bible has the most verses ?,,,has,VBZ,have,What,chapter,"['What', 'chapter']",WDT,NOUN,chapter,NOUN,,NUM:ordinal,ORDINAL
Who is the worst US President ever ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What Asian leader was known as The Little Brown Saint ?,,,known,VBN,know,What,leader,"['What', 'leader']",WP,NOUN,,,,HUM:identity,PERSON
What is the abbreviated expression for the National Bureau of Investigation ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,expression,NOUN,,ABBR:abbreviation,
How fast does the fastest car go ?,,,go,VB,go,How,does,"['How', 'does']",WRB,AUX,car,NOUN,,NUM:speed,QUANTITY
What is the highest mountain in the world ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,mountain,NOUN,,LOC:mountain,LOC
What arch can you see from the Place de la Concorde ?,,,see,VB,see,What,arch,"['What', 'arch']",WDT,NOUN,you,PRON,,LOC:other,LOC
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,,,sings,VBZ,sing,Who,sings,"['Who', 'sings']",WP,VERB,Who,PRON,,HUM:identity,PERSON
How long should a person wash their hands before they are clean ?,,,wash,VB,wash,How,should,"['How', 'should']",WRB,AUX,person they,PRON,,NUM:period,TIME
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,,,turn,VB,turn,Which,way,"['Which', 'way']",WDT,NOUN,you,PRON,,LOC:other,LOC
Which is the wealthiest country in the world ?,,,is,VBZ,be,Which,is,"['Which', 'is']",WDT,AUX,Which,PRON,,LOC:country,LOC
How can I find a phone number of someone if I only know their email address ?,,,find,VB,find,How,can,"['How', 'can']",WRB,AUX,I I,PRON,,DESC:manner,
How can you contact play producers and promoters on-line ?,,,contact,VB,contact,How,can,"['How', 'can']",WRB,AUX,you,PRON,,DESC:manner,
Who is the monarch of the United Kingdom ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What is a fear of passing high objects ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,ENTY:disease,
What do players try to do when the music stops in a game of musical chairs ?,,,try,VB,try,when,music,"['when', 'music']",WRB,NOUN,players music,NOUN,,DESC:description,
What are the top ten most common girl names in the US ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,names,NOUN,,HUM:identity,PERSON
Why is black the color of mourning in the West ?,,,is,VBZ,be,Why,is,"['Why', 'is']",WRB,AUX,color,NOUN,,DESC:reason,
What is the rarest coin ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,coin,NOUN,,ENTY:other,
What Judith Rossner novel was made into a film starring Diane Keaton ?,,,made,VBN,make,What,novel,"['What', 'novel']",WP,NOUN,,,,ENTY:creation,WORK_OF_ART
Which country is Australia 's largest export market ?,,,is,VBZ,be,Which,country,"['Which', 'country']",WDT,NOUN,country,NOUN,,LOC:country,LOC
Where is the Kentucky Horse Park located ?,,,located,VBD,locate,Where,is,"['Where', 'is']",WRB,AUX,Park,PROPN,FAC,LOC:other,LOC
What is a fear of parasites ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
In what Olympic Games did Nadia Comaneci become popular ?,,,become,VB,become,what,did,"['what', 'did']",WP,AUX,Games Comaneci,PROPN,,ENTY:sport,
Who does data collection in tourism ?,,,does,VBZ,do,Who,does,"['Who', 'does']",WP,AUX,Who,PRON,,HUM:identity,PERSON
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,,,was,VBD,be,that,married,"['that', 'married']",WDT,VERB,name that,PRON,,HUM:identity,PERSON
What is the leading pecan and peanut growing state ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,state,NOUN,,LOC:state,LOC
What does a nihilist believe in ?,,,believe,VB,believe,What,does,"['What', 'does']",WP,AUX,nihilist,ADJ,,DESC:description,
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,,,say,VB,say,What,did,"['What', 'did']",WP,AUX,Feynman he,PRON,,DESC:description,
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",,,following,VBG,follow,what,sport,"['what', 'sport']",WDT,NOUN,these,DET,,ENTY:sport,
Who were the four famous founders of United Artists ?,,,were,VBD,be,Who,were,"['Who', 'were']",WP,AUX,Who,PRON,,HUM:identity,PERSON
What 2 statues did France give to other countries ?,,,give,VB,give,What,statues,"['What', 'statues']",WDT,NOUN,France,PROPN,GPE,ENTY:creation,WORK_OF_ART
What are amphibians ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,amphibians,NOUN,,DESC:definition,
How many sperm cells are in an average ejaculation ?,,,are,VBP,be,How,sperm,"['How', 'sperm']",WRB,NOUN,cells,NOUN,,NUM:count,QUANTITY
Name the disposable razor that `` costs about 19 cents . '',,,Name,VB,name,that,costs,"['that', 'costs']",WDT,NOUN,,,,ENTY:product,PRODUCT
How far do you have to run if you hit a home run ?,,,have,VB,have,How,do,"['How', 'do']",WRB,AUX,you you,PRON,,NUM:distance,QUANTITY
